record_id,employee_id,task_id,task_type,task_priority,required_skills,experience_years,skill_match_score,employee_workload_percent,employee_availability,employee_performance_score,employee_location,task_location,distance_km,similar_tasks_completed,similar_tasks_success_rate,estimated_effort_hours,sla_hours,remaining_sla_hours,workload_capacity,availability_score,location_compatibility,experience_performance_score,sla_urgency_ratio,workload_effort_ratio,actual_completion_hours,sla_met,task_success
H019665,E0250,T01127,Support,Medium,Azure|Linux,2,0.0,30,1,8.44,Mumbai,Remote,0.0,45,0.7549,6.2,13.8,13.79,70,1,1.0,16.88,2.224,4.8387,11.55,1,1
H019666,E0296,T02187,Testing,Low,Java|Python,4,0.0,60,1,7.41,Hyderabad,Mumbai,608.8,10,0.7962,5.6,32.7,21.81,40,1,0.3912,29.64,3.8939,10.7143,10.53,0,0
H019667,E0124,T02023,Database,High,SQL|PostgreSQL,2,0.0,78,1,8.48,Mumbai,Remote,0.0,10,0.7498,8.3,17.5,8.1,22,1,1.0,16.96,0.9759,9.3976,15.1,0,1
H019668,E0281,T01722,Cybersecurity,Low,Azure,6,0.0,12,1,7.44,Chennai,Remote,0.0,44,0.8087,6.9,48.2,30.28,88,1,1.0,44.64,4.3891,1.7391,9.16,1,1
H019669,E0102,T04782,Machine Learning,Medium,Machine Learning,5,0.0,21,0,7.11,Hyderabad,Delhi,558.6,11,0.613,13.3,46.1,42.4,79,0,0.4414,35.55,3.1883,1.5789,43.78,0,1
H019670,E0129,T03846,Machine Learning,High,PyTorch|SQL|Deep Learning,8,0.3333,30,1,6.57,Hyderabad,Kolkata,284.5,15,0.7809,6.2,10.8,6.67,70,1,0.7155,52.56,1.0753,4.8387,6.95,0,1
H019671,E0098,T00810,Machine Learning,Medium,SQL|TensorFlow,6,0.0,29,1,7.52,Chennai,Pune,172.3,45,0.7164,7.7,28.0,10.59,71,1,0.8277,45.12,1.3751,3.7662,11.18,0,1
H019672,E0255,T02777,Cloud/DevOps,Low,AWS,7,0.0,43,1,7.22,Delhi,Coimbatore,279.3,20,0.7419,8.7,48.4,39.41,57,1,0.7207,50.54,4.5298,4.9425,14.41,1,1
H019673,E0020,T04981,Cybersecurity,High,Python,3,0.0,61,1,8.99,Pune,Coimbatore,197.0,12,0.8401,9.4,19.5,7.78,39,1,0.803,26.97,0.8276,6.4894,16.95,0,1
H019674,E0283,T02707,Bug Fix,Low,SQL|Node.js,12,0.5,33,1,8.86,Bangalore,Coimbatore,127.6,36,0.99,22.4,69.9,78.39,67,1,0.8724,106.32,3.4995,1.4732,21.97,1,1
H019675,E0171,T01434,Testing,Medium,JavaScript|Selenium|Python,1,0.3333,74,1,9.03,Chennai,Pune,381.9,29,0.7973,3.8,12.0,6.17,26,1,0.6181,9.03,1.6233,19.4737,6.72,0,1
H019676,E0057,T02486,Cloud/DevOps,Medium,Docker|Linux,7,0.0,38,1,7.25,Coimbatore,Chennai,319.6,25,0.722,4.1,12.0,11.54,62,1,0.6804,50.75,2.8143,9.2683,6.03,1,1
H019677,E0120,T03914,Cybersecurity,Medium,Azure|Linux,3,0.0,57,1,8.92,Mumbai,Remote,0.0,33,0.705,15.7,57.0,34.84,43,1,1.0,26.76,2.2191,3.6306,21.58,0,0
H019678,E0116,T04937,Cybersecurity,High,Linux|AWS|Cybersecurity,10,0.0,66,1,7.84,Bangalore,Remote,0.0,30,0.8729,9.3,17.9,15.9,34,1,1.0,78.4,1.71,7.0968,13.64,1,1
H019679,E0234,T01413,Machine Learning,Medium,Python|PyTorch,11,0.0,44,1,8.19,Pune,Chennai,815.5,1,0.7545,3.6,16.3,6.13,56,1,0.1845,90.09,1.7035,12.2222,5.48,0,0
H019680,E0294,T03277,Cloud/DevOps,Low,Kubernetes|Python,9,1.0,74,0,8.24,Mumbai,Mumbai,0.0,28,0.8508,3.8,29.4,23.24,26,0,1.0,74.16,6.1165,19.4737,8.19,1,1
H019681,E0083,T03561,Software Development,Critical,JavaScript|Spring Boot|C++,10,0.3333,35,0,7.23,Kolkata,Pune,565.9,40,0.9066,3.3,4.8,1.71,65,0,0.4341,72.3,0.5192,10.6061,7.86,0,0
H019682,E0215,T00838,Cybersecurity,Low,Azure|Linux,11,0.5,19,1,8.34,Kolkata,Pune,307.4,2,0.9272,2.2,24.0,14.91,81,1,0.6926,91.74,6.7766,8.6364,2.8,1,1
H019683,E0288,T00377,Software Development,High,Spring Boot,8,1.0,91,1,7.63,Coimbatore,Delhi,743.1,42,0.7049,9.7,16.5,15.61,9,1,0.2569,61.04,1.6092,9.3814,10.85,1,1
H019684,E0130,T01260,Bug Fix,High,Python,12,0.0,22,1,7.3,Chennai,Delhi,364.9,22,0.852,3.9,6.1,5.61,78,1,0.6351,87.6,1.4378,5.641,5.85,0,1
H019685,E0074,T00274,Software Development,Medium,Spring Boot,8,1.0,71,1,7.23,Chennai,Chennai,0.0,6,0.8561,4.0,12.7,12.45,29,1,1.0,57.84,3.1123,17.75,3.74,1,1
H019686,E0088,T04436,Data Engineering,Low,AWS|SQL|Python,5,0.0,37,1,7.63,Delhi,Hyderabad,355.0,19,0.7614,8.5,36.7,27.6,63,1,0.645,38.15,3.2475,4.3529,13.03,1,1
H019687,E0210,T00849,Data Engineering,Low,Azure|SQL|AWS,4,0.0,56,1,7.26,Hyderabad,Chennai,611.3,16,0.8146,8.0,41.7,40.93,44,1,0.3887,29.04,5.1167,7.0,15.35,1,1
H019688,E0110,T02363,Testing,Medium,JavaScript|Java,12,0.0,30,1,8.58,Delhi,Remote,0.0,39,0.9028,2.4,12.0,7.42,70,1,1.0,102.96,3.0906,12.5,2.89,1,1
H019689,E0277,T03339,Cybersecurity,High,Azure|AWS|Cybersecurity,12,0.0,51,1,8.15,Delhi,Remote,0.0,26,0.8364,8.1,12.8,8.24,49,1,1.0,97.8,1.0171,6.2963,10.39,0,1
H019690,E0075,T03268,Support,Critical,Python|Linux|SQL,11,0.6667,5,1,8.7,Chennai,Pune,82.5,36,0.8307,5.4,6.1,5.06,95,1,0.9175,95.7,0.9372,0.9259,5.93,0,1
H019691,E0154,T01628,Database,Low,MongoDB|Python,9,0.0,25,1,8.9,Bangalore,Pune,117.3,22,0.7816,10.4,76.0,26.88,75,1,0.8827,80.1,2.5842,2.4038,15.58,1,1
H019692,E0215,T03823,Bug Fix,High,Java|JavaScript,11,0.0,26,1,8.34,Kolkata,Bangalore,383.6,4,0.7797,9.9,28.6,15.63,74,1,0.6164,91.74,1.5787,2.6263,11.87,1,1
H019693,E0148,T02831,Data Engineering,Medium,Spark|SQL,8,0.5,79,1,9.3,Bangalore,Pune,446.4,7,0.9106,13.4,44.8,42.8,21,1,0.5536,74.4,3.1938,5.8955,19.34,1,1
H019694,E0151,T01384,Machine Learning,Medium,Deep Learning,12,0.0,94,0,6.5,Coimbatore,Bangalore,56.9,29,0.7691,5.5,19.8,8.26,6,0,0.9431,78.0,1.5014,17.0909,14.68,0,1
H019695,E0195,T01667,Cloud/DevOps,High,Azure|AWS|Linux,1,0.0,47,1,8.97,Bangalore,Bangalore,0.0,19,0.6959,8.3,13.4,12.71,53,1,1.0,8.97,1.5313,5.6627,13.04,0,1
H019696,E0190,T02062,Data Engineering,Medium,SQL,7,0.0,91,1,7.24,Coimbatore,Pune,294.0,43,0.7114,7.3,22.2,14.3,9,1,0.706,50.68,1.9594,12.4658,14.78,0,1
H019697,E0194,T04285,Cloud/DevOps,Medium,AWS|Azure|Kubernetes,7,0.0,75,1,7.88,Hyderabad,Hyderabad,0.0,30,0.7901,4.0,12.0,8.38,25,1,1.0,55.16,2.0945,18.75,6.5,1,1
H019698,E0266,T00834,Testing,Critical,SQL|Java,5,0.0,36,1,6.83,Pune,Kolkata,240.0,41,0.6393,8.2,12.0,13.19,64,1,0.76,34.15,1.6091,4.3902,12.56,1,1
H019699,E0187,T01465,Bug Fix,Medium,Node.js,7,0.0,61,1,8.31,Chennai,Delhi,86.9,40,0.8496,6.0,27.7,12.2,39,1,0.9131,58.17,2.0331,10.1667,9.33,1,1
H019700,E0074,T03531,Support,Medium,AWS|SQL|Azure,8,0.0,84,1,7.23,Chennai,Kolkata,416.5,18,0.651,7.8,18.2,7.55,16,1,0.5835,57.84,0.9683,10.7692,11.59,0,0
H019701,E0156,T04837,Software Development,Critical,React|C++|Python,6,0.0,43,1,8.14,Coimbatore,Remote,0.0,31,0.6506,2.7,3.8,3.52,57,1,1.0,48.84,1.3046,15.9259,3.85,0,0
H019702,E0296,T03638,Cloud/DevOps,Critical,Python|AWS|Linux,4,0.0,35,1,7.41,Hyderabad,Mumbai,512.6,15,0.635,5.8,7.6,6.59,65,1,0.4874,29.64,1.1358,6.0345,10.35,0,1
H019703,E0085,T02851,Data Engineering,High,PostgreSQL|Spark|Python,12,0.0,33,1,8.83,Chennai,Mumbai,793.0,26,0.892,12.1,23.0,18.73,67,1,0.207,105.96,1.5483,2.7273,15.01,1,1
H019704,E0125,T01533,Bug Fix,Medium,Spring Boot|Node.js|Python,9,0.0,61,1,6.57,Bangalore,Pune,342.6,2,0.7634,11.2,49.4,18.15,39,1,0.6574,59.13,1.6208,5.4464,17.35,1,1
H019705,E0058,T00677,Data Engineering,Medium,PostgreSQL|SQL|Azure,2,0.3333,93,1,8.92,Chennai,Remote,0.0,1,0.7577,11.5,50.6,24.15,7,1,1.0,17.84,2.1001,8.087,16.71,1,1
H019706,E0167,T01219,Bug Fix,High,Python|SQL,8,0.5,71,1,7.48,Mumbai,Chennai,749.7,38,0.8223,8.9,21.8,8.45,29,1,0.2503,59.84,0.9499,7.9775,12.59,0,1
H019707,E0117,T04822,Testing,High,Python|JavaScript,7,0.5,70,1,7.6,Mumbai,Pune,536.9,45,0.6643,6.4,16.6,6.64,30,1,0.4631,53.2,1.0377,10.9375,9.02,0,1
H019708,E0232,T00274,Software Development,Medium,Spring Boot,6,0.0,41,1,8.79,Hyderabad,Chennai,47.2,42,0.7867,4.0,12.7,7.1,59,1,0.9528,52.74,1.774,10.25,5.02,1,1
H019709,E0282,T03023,Machine Learning,High,Deep Learning,8,0.0,18,1,7.33,Pune,Chennai,71.0,24,0.7465,4.6,13.2,8.7,82,1,0.929,58.64,1.8917,3.913,6.38,1,1
H019710,E0193,T00578,Machine Learning,Medium,PyTorch,11,1.0,55,1,8.74,Bangalore,Delhi,167.5,11,0.8517,6.6,27.6,16.01,45,1,0.8325,96.14,2.4256,8.3333,6.57,1,1
H019711,E0192,T04633,Bug Fix,Medium,SQL,11,0.0,69,1,8.17,Chennai,Remote,0.0,13,0.8193,9.9,31.1,23.53,31,1,1.0,89.87,2.3767,6.9697,12.85,1,1
H019712,E0089,T01661,Software Development,Medium,React,5,1.0,31,1,8.39,Mumbai,Delhi,393.7,23,0.7521,7.2,24.3,15.63,69,1,0.6063,41.95,2.1715,4.3056,6.08,1,1
H019713,E0028,T03766,Data Engineering,Medium,Python|AWS|Spark,6,0.3333,32,1,8.82,Mumbai,Hyderabad,650.3,3,0.8065,3.8,12.0,13.53,68,1,0.3497,52.92,3.56,8.4211,4.07,1,1
H019714,E0104,T04077,Testing,Medium,JavaScript|Python,2,1.0,98,1,8.49,Hyderabad,Mumbai,25.0,29,0.7292,5.2,14.5,10.57,2,1,0.975,16.98,2.0331,18.8462,7.0,1,1
H019715,E0041,T03937,Cybersecurity,High,Python|AWS,11,0.5,29,1,9.25,Delhi,Coimbatore,267.6,38,0.979,2.6,6.0,5.66,71,1,0.7324,101.75,2.1782,11.1538,2.5,1,1
H019716,E0253,T04913,Testing,High,Selenium|Java,9,0.5,61,1,8.02,Pune,Bangalore,416.0,13,0.788,4.4,9.5,8.04,39,1,0.584,72.18,1.8263,13.8636,5.48,1,1
H019717,E0198,T02322,Database,High,Java|Python,8,0.5,20,1,8.28,Delhi,Mumbai,468.0,15,0.8565,4.0,11.1,5.56,80,1,0.532,66.24,1.3906,5.0,4.89,1,1
H019718,E0278,T00792,Cybersecurity,Medium,Azure|Linux,11,0.0,20,1,7.42,Hyderabad,Kolkata,61.7,36,0.8914,9.4,44.2,38.19,80,1,0.9383,81.62,4.063,2.1277,12.38,1,1
H019719,E0077,T00771,Machine Learning,Low,TensorFlow|SQL|Python,7,0.0,76,1,7.99,Kolkata,Pune,348.0,7,0.8071,8.6,51.1,22.42,24,1,0.652,55.93,2.6066,8.8372,12.43,1,1
H019720,E0185,T00952,Data Engineering,Low,Python|SQL,12,0.0,36,1,7.08,Bangalore,Pune,739.8,43,0.6832,4.1,24.0,14.09,64,1,0.2602,84.96,3.4366,8.7805,5.15,1,1
H019721,E0106,T03873,Database,High,Python|SQL,5,0.5,36,1,7.85,Delhi,Coimbatore,706.8,4,0.8058,5.1,11.2,9.56,64,1,0.2932,39.25,1.8749,7.0588,6.72,1,1
H019722,E0050,T02210,Cybersecurity,High,AWS,1,0.0,66,1,8.54,Delhi,Remote,0.0,24,0.7019,21.0,42.0,23.96,34,1,1.0,8.54,1.1408,3.1429,39.82,0,0
H019723,E0143,T02933,Support,High,Linux|Azure|Python,4,0.3333,76,1,8.68,Coimbatore,Bangalore,138.1,16,0.8387,4.0,10.5,11.17,24,1,0.8619,34.72,2.7928,19.0,5.7,1,1
H019724,E0177,T01189,Support,High,AWS|Java|Linux,2,0.0,15,1,9.19,Pune,Mumbai,167.7,43,0.6996,7.3,15.2,15.48,85,1,0.8323,18.38,2.1205,2.0548,12.59,0,1
H019725,E0058,T02139,Database,Low,Java,2,1.0,65,1,8.92,Chennai,Coimbatore,600.6,32,0.7385,5.8,31.9,17.73,35,1,0.3994,17.84,3.0578,11.2069,7.16,1,1
H019726,E0289,T03479,Cybersecurity,Critical,Linux,1,0.0,16,1,9.23,Delhi,Hyderabad,296.0,27,0.8386,3.3,4.4,3.33,84,1,0.704,9.23,1.0106,4.8485,6.14,0,1
H019727,E0056,T02632,Software Development,Medium,C++,2,1.0,48,1,7.82,Coimbatore,Pune,734.4,34,0.7879,6.5,18.0,13.35,52,1,0.2656,15.64,2.0536,7.3846,6.87,1,1
H019728,E0071,T03449,Cybersecurity,Critical,AWS|Azure,2,0.0,87,1,8.63,Chennai,Kolkata,599.6,45,0.816,2.7,3.3,2.1,13,1,0.4004,17.26,0.7775,32.2222,4.43,0,0
H019729,E0136,T04345,Machine Learning,Medium,Python|Deep Learning,3,0.5,51,1,8.72,Chennai,Kolkata,719.1,21,0.8461,6.4,26.6,22.36,49,1,0.2809,26.16,3.4941,7.9688,7.85,1,1
H019730,E0032,T00956,Bug Fix,High,Spring Boot|C++,11,0.0,63,1,9.84,Kolkata,Bangalore,295.4,18,0.8721,6.4,14.5,16.26,37,1,0.7046,108.24,2.54,9.8438,9.46,1,1
H019731,E0070,T02806,Machine Learning,Low,PyTorch|TensorFlow|Machine Learning,10,0.0,28,1,8.19,Hyderabad,Remote,0.0,29,0.8267,5.2,24.0,13.85,72,1,1.0,81.9,2.6641,5.3846,7.63,1,1
H019732,E0288,T02298,Cloud/DevOps,Medium,Python|AWS,8,1.0,76,0,7.63,Coimbatore,Remote,0.0,13,0.9248,7.5,24.5,20.25,24,0,1.0,61.04,2.6999,10.1333,14.34,1,1
H019733,E0021,T03379,Testing,Low,Python|Selenium|JavaScript,1,0.0,17,1,7.66,Hyderabad,Remote,0.0,43,0.6735,5.1,28.1,17.39,83,1,1.0,7.66,3.4101,3.3333,8.58,1,1
H019734,E0100,T01990,Database,Medium,PostgreSQL,1,1.0,59,1,7.45,Coimbatore,Kolkata,592.3,2,0.7704,13.2,50.3,44.21,41,1,0.4077,7.45,3.3492,4.4697,14.04,1,1
H019735,E0298,T00088,Bug Fix,Medium,SQL|Python|JavaScript,8,0.0,23,1,6.63,Chennai,Delhi,341.2,20,0.699,5.6,16.5,6.12,77,1,0.6588,53.04,1.0936,4.1071,9.02,0,1
H019736,E0046,T01854,Software Development,High,Node.js,8,1.0,81,1,6.74,Kolkata,Chennai,758.7,29,0.7098,4.4,8.8,4.75,19,1,0.2413,53.92,1.0794,18.4091,4.4,1,1
H019737,E0285,T01530,Bug Fix,High,Node.js|Spring Boot|Java,5,0.0,41,1,8.38,Bangalore,Remote,0.0,34,0.7538,6.6,17.6,12.01,59,1,1.0,41.9,1.8192,6.2121,9.75,1,1
H019738,E0081,T03774,Database,Low,PostgreSQL|Python|Java,8,0.3333,35,1,8.77,Kolkata,Remote,0.0,43,0.8881,7.4,45.1,17.16,65,1,1.0,70.16,2.3184,4.7297,8.73,1,1
H019739,E0196,T02778,Support,Low,SQL|Python,9,0.5,74,1,6.77,Kolkata,Chennai,530.6,17,0.8178,4.3,24.7,25.85,26,1,0.4694,60.93,6.0113,17.2093,6.6,1,1
H019740,E0147,T03669,Software Development,High,React,6,0.0,28,1,8.26,Bangalore,Remote,0.0,12,0.7635,6.1,13.3,6.53,72,1,1.0,49.56,1.0706,4.5902,8.04,0,1
H019741,E0113,T00878,Software Development,Medium,Spring Boot|Node.js,12,0.0,51,1,8.79,Coimbatore,Delhi,255.3,7,0.9065,6.2,28.6,19.73,49,1,0.7447,105.48,3.1828,8.2258,8.05,1,1
H019742,E0071,T00585,Bug Fix,Medium,Python,2,0.0,74,1,8.63,Chennai,Remote,0.0,3,0.7223,7.6,33.6,35.64,26,1,1.0,17.26,4.6894,9.7368,14.17,1,1
H019743,E0006,T00228,Cybersecurity,High,AWS,11,0.0,53,1,7.1,Bangalore,Remote,0.0,32,0.6945,3.4,6.6,2.93,47,1,1.0,78.1,0.8614,15.5882,5.24,0,1
H019744,E0102,T02621,Machine Learning,Medium,Python,5,0.0,21,1,7.11,Hyderabad,Delhi,677.6,35,0.7137,8.6,21.8,12.71,79,1,0.3224,35.55,1.4776,2.4419,15.13,0,0
H019745,E0003,T04722,Machine Learning,Medium,PyTorch,5,0.0,50,1,9.25,Coimbatore,Pune,684.5,18,0.7778,4.8,21.4,15.87,50,1,0.3155,46.25,3.307,10.4167,6.05,1,1
H019746,E0084,T01109,Support,High,Python,12,0.0,56,1,7.67,Hyderabad,Kolkata,410.3,25,0.8649,6.9,20.4,15.82,44,1,0.5897,92.04,2.2933,8.1159,8.9,1,1
H019747,E0006,T02419,Data Engineering,Medium,AWS,11,0.0,36,1,7.1,Bangalore,Delhi,738.2,28,0.8829,8.3,27.6,9.7,64,1,0.2618,78.1,1.1691,4.3373,12.4,0,1
H019748,E0045,T02489,Bug Fix,Medium,SQL|JavaScript|Node.js,11,0.6667,42,1,7.59,Hyderabad,Kolkata,740.8,10,0.911,3.8,18.5,17.75,58,1,0.2592,83.49,4.6708,11.0526,4.58,1,1
H019749,E0259,T04761,Cybersecurity,High,Linux|Azure,8,0.0,34,1,9.92,Kolkata,Remote,0.0,42,0.9445,4.8,7.2,5.98,66,1,1.0,79.36,1.2469,7.0833,6.27,0,1
H019750,E0185,T02418,Cloud/DevOps,Medium,Kubernetes|Docker,12,0.0,29,0,7.08,Bangalore,Mumbai,242.2,16,0.8042,3.6,14.0,12.08,71,0,0.7578,84.96,3.3542,8.0556,12.85,0,1
H019751,E0031,T03957,Testing,Critical,Python|SQL|Java,8,0.0,22,1,8.19,Delhi,Chennai,675.7,39,0.7757,4.6,5.9,2.96,78,1,0.3243,65.52,0.644,4.7826,6.29,0,1
H019752,E0032,T01213,Data Engineering,Medium,Spark|PostgreSQL|SQL,11,0.0,34,1,9.84,Kolkata,Pune,549.3,20,0.8227,10.7,37.4,35.56,66,1,0.4507,108.24,3.3238,3.1776,12.11,1,1
H019753,E0042,T03311,Cybersecurity,Medium,Python|AWS|Cybersecurity,10,0.3333,64,1,7.79,Kolkata,Remote,0.0,31,0.7978,5.1,18.8,10.38,36,1,1.0,77.9,2.0357,12.549,6.24,1,1
H019754,E0140,T00463,Cloud/DevOps,High,AWS,7,0.0,34,1,8.29,Kolkata,Kolkata,0.0,17,0.8273,9.9,18.1,19.75,66,1,1.0,58.03,1.9951,3.4343,14.67,1,1
H019755,E0033,T01099,Support,Low,Java|Python,1,0.5,41,1,8.7,Bangalore,Kolkata,244.1,40,0.7108,4.8,36.6,33.27,59,1,0.7559,8.7,6.9314,8.5417,6.83,1,1
H019756,E0104,T03345,Data Engineering,High,Spark|AWS|PostgreSQL,2,0.0,82,0,8.49,Hyderabad,Kolkata,95.3,33,0.7581,4.8,8.5,4.16,18,0,0.9047,16.98,0.8661,17.0833,18.39,0,0
H019757,E0215,T01052,Cybersecurity,High,Linux|Azure|Cybersecurity,11,0.3333,30,0,8.34,Kolkata,Hyderabad,410.6,28,0.9563,4.8,8.6,4.08,70,0,0.5894,91.74,0.8503,6.25,12.47,0,1
H019758,E0064,T04338,Software Development,Medium,Python,2,0.0,49,1,9.31,Coimbatore,Mumbai,838.3,16,0.881,8.7,37.5,20.53,51,1,0.1617,18.62,2.3593,5.6322,15.98,1,1
H019759,E0075,T02680,Testing,Low,SQL|Selenium,11,1.0,14,1,8.7,Chennai,Remote,0.0,25,0.956,6.1,34.0,35.6,86,1,1.0,95.7,5.8354,2.2951,4.7,1,1
H019760,E0169,T00983,Bug Fix,Medium,Java|C++|Spring Boot,5,0.3333,77,1,9.61,Bangalore,Pune,63.7,35,0.9153,6.0,18.9,7.49,23,1,0.9363,48.05,1.2479,12.8333,7.93,0,1
H019761,E0072,T00971,Testing,High,Selenium|SQL|JavaScript,4,0.3333,35,1,8.84,Delhi,Kolkata,373.9,18,0.7772,5.0,13.1,14.22,65,1,0.6261,35.36,2.8449,7.0,6.25,1,1
H019762,E0165,T04716,Data Engineering,Low,SQL|Azure|Spark,1,0.3333,62,1,9.79,Delhi,Remote,0.0,2,0.7894,4.0,30.2,26.27,38,1,1.0,9.79,6.5665,15.5,6.12,1,1
H019763,E0246,T01992,Cloud/DevOps,High,Azure,9,0.0,72,1,7.71,Bangalore,Bangalore,0.0,15,0.8041,5.5,13.1,13.5,28,1,1.0,69.39,2.4554,13.0909,9.85,1,1
H019764,E0076,T01075,Database,Medium,PostgreSQL|Python,7,0.5,82,1,7.36,Kolkata,Chennai,125.9,18,0.8216,6.6,13.5,9.63,18,1,0.8741,51.52,1.4584,12.4242,9.44,0,0
H019765,E0085,T03885,Data Engineering,High,Spark,12,0.0,33,1,8.83,Chennai,Chennai,0.0,7,0.8659,3.4,10.2,6.66,67,1,1.0,105.96,1.958,9.7059,5.22,1,1
H019766,E0271,T00995,Testing,Medium,Python|Selenium|JavaScript,4,0.0,43,1,8.63,Coimbatore,Delhi,503.5,1,0.7057,4.8,12.0,5.59,57,1,0.4965,34.52,1.1656,8.9583,6.76,0,1
H019767,E0138,T03298,Cloud/DevOps,Medium,Azure|Kubernetes|Python,8,0.0,39,1,6.89,Delhi,Bangalore,303.2,8,0.8283,5.5,12.2,11.08,61,1,0.6968,55.12,2.0153,7.0909,8.19,1,1
H019768,E0273,T04289,Data Engineering,Medium,PostgreSQL|SQL|AWS,12,0.0,62,1,9.08,Bangalore,Bangalore,0.0,18,0.9611,5.6,27.3,25.65,38,1,1.0,108.96,4.5805,11.0714,8.45,1,1
H019769,E0045,T01316,Cloud/DevOps,Medium,AWS|Kubernetes,11,0.5,17,1,7.59,Hyderabad,Chennai,120.7,24,0.8201,4.5,17.1,17.63,83,1,0.8793,83.49,3.917,3.7778,5.95,1,1
H019770,E0095,T04849,Cybersecurity,Medium,Cybersecurity,11,0.0,20,1,8.24,Chennai,Kolkata,756.9,4,0.9034,9.0,35.2,13.21,80,1,0.2431,90.64,1.4673,2.2222,14.34,0,0
H019771,E0085,T00156,Database,Medium,Java|Python,12,0.0,43,0,8.83,Chennai,Pune,141.0,0,0.8704,6.2,14.3,12.96,57,0,0.859,105.96,2.0906,6.9355,20.71,0,0
H019772,E0171,T03911,Support,High,AWS,1,0.0,82,1,9.03,Chennai,Remote,0.0,1,0.7568,6.3,15.2,16.9,18,1,1.0,9.03,2.6827,13.0159,11.37,1,1
H019773,E0004,T04554,Bug Fix,Medium,JavaScript,1,0.0,58,1,9.76,Delhi,Mumbai,131.8,9,0.859,7.9,38.7,33.57,42,1,0.8682,9.76,4.2497,7.3418,11.02,1,1
H019774,E0023,T03291,Database,Medium,MongoDB|Java,12,0.5,34,1,7.71,Chennai,Pune,175.3,6,0.8534,6.3,15.7,11.28,66,1,0.8247,92.52,1.7909,5.3968,7.98,1,1
H019775,E0049,T03174,Cybersecurity,Medium,Python,2,0.0,64,1,7.62,Chennai,Remote,0.0,34,0.7301,11.9,48.6,20.8,36,1,1.0,15.24,1.7482,5.3782,24.41,0,1
H019776,E0193,T04894,Support,Critical,Azure|AWS,11,0.5,52,1,8.74,Bangalore,Hyderabad,359.3,44,0.8555,9.5,11.8,10.49,48,1,0.6407,96.14,1.1041,5.4737,10.56,0,1
H019777,E0058,T03407,Cloud/DevOps,Critical,Python|Docker,2,0.5,82,0,8.92,Chennai,Remote,0.0,44,0.7761,4.8,5.8,5.69,18,0,1.0,17.84,1.1859,17.0833,13.76,0,0
H019778,E0191,T03059,Cybersecurity,Medium,Azure|AWS|Linux,6,0.0,62,1,8.28,Kolkata,Kolkata,0.0,18,0.8486,3.8,14.5,14.17,38,1,1.0,49.68,3.7292,16.3158,6.87,1,1
H019779,E0129,T02450,Software Development,High,JavaScript|C++,8,0.0,9,1,6.57,Hyderabad,Pune,509.4,16,0.6111,2.5,6.0,3.21,91,1,0.4906,52.56,1.2844,3.6,3.75,0,1
H019780,E0234,T03048,Database,Medium,MongoDB,11,0.0,55,1,8.19,Pune,Pune,0.0,22,0.8437,4.3,12.0,10.09,45,1,1.0,90.09,2.3462,12.7907,6.9,1,1
H019781,E0173,T00124,Software Development,Critical,Java,5,0.0,28,0,8.68,Coimbatore,Remote,0.0,38,0.7649,8.4,11.6,7.95,72,0,1.0,43.4,0.9469,3.3333,27.21,0,0
H019782,E0261,T04288,Cloud/DevOps,High,AWS|Python,11,0.0,50,1,7.8,Coimbatore,Pune,546.2,12,0.7426,5.3,10.6,11.69,50,1,0.4538,85.8,2.2058,9.434,8.58,1,1
H019783,E0134,T00445,Machine Learning,Low,Deep Learning|PyTorch,2,0.5,63,1,8.83,Chennai,Coimbatore,537.4,35,0.7283,7.6,33.3,14.58,37,1,0.4626,17.66,1.918,8.2895,11.22,1,1
H019784,E0232,T01983,Support,Medium,AWS|SQL,6,0.0,60,1,8.79,Hyderabad,Remote,0.0,5,0.84,4.2,12.0,4.92,40,1,1.0,52.74,1.1725,14.2857,6.62,0,1
H019785,E0095,T02506,Testing,Medium,Python|SQL|Java,11,0.0,40,1,8.24,Chennai,Delhi,637.9,25,0.764,6.3,15.5,12.63,60,1,0.3621,90.64,2.0052,6.3492,8.33,1,1
H019786,E0195,T01474,Software Development,High,Spring Boot,1,0.0,48,1,8.97,Bangalore,Pune,620.3,33,0.7533,5.5,11.3,11.2,52,1,0.3797,8.97,2.0367,8.7273,7.93,1,1
H019787,E0114,T03723,Cloud/DevOps,Low,Kubernetes|Linux|Azure,9,0.0,76,1,8.4,Pune,Mumbai,689.6,29,0.9423,4.3,24.0,10.89,24,1,0.3104,75.6,2.5329,17.6744,7.63,1,1
H019788,E0280,T00106,Data Engineering,Medium,Python,4,0.0,85,1,7.56,Kolkata,Remote,0.0,22,0.7202,4.9,12.1,12.38,15,1,1.0,30.24,2.5264,17.3469,9.92,1,1
H019789,E0237,T04672,Software Development,High,Java|Node.js,9,0.5,37,1,8.18,Mumbai,Hyderabad,367.4,1,0.8135,4.4,8.4,6.66,63,1,0.6326,73.62,1.5132,8.4091,5.73,0,0
H019790,E0190,T04274,Testing,High,Selenium|Python,7,0.5,90,1,7.24,Coimbatore,Delhi,186.9,27,0.7412,7.4,11.5,5.11,10,1,0.8131,50.68,0.6903,12.1622,10.23,0,1
H019791,E0157,T00464,Software Development,High,React|Spring Boot,2,0.0,78,1,8.16,Pune,Delhi,320.6,8,0.6858,4.5,12.3,8.77,22,1,0.6794,16.32,1.9487,17.3333,8.38,1,1
